0.399166667,0.460833333,0.835833333,0.554166667,0.274166667,0.7425,0.309166667,0.125833333,0.500833333,0.944166667,0.300833333,0.234166667,0.130833333,0.3675,0.090833333,0.470833333,0.620833333,0.2175,0.049166667,0.929166667,0.525833333,0.804166667,0.1025,0.574166667,0.2675,0.9775,0.4575,0.9575,0.565833333,0.929166667
0.039166667,0.6325,0.039166667,0.2425,0.3025,0.8375,0.415833333,0.390833333,0.719166667,0.6775,0.735833333,0.7575,0.319166667,0.890833333,0.524166667,0.159166667,0.160833333,0.879166667,0.3225,0.780833333,0.4625,0.8175,0.279166667,0.220833333,0.500833333,0.0925,0.4225,0.989166667,0.8775,0.370833333
0.419166667,0.209166667,0.535833333,0.374166667,0.650833333,0.4325,0.895833333,0.519166667,0.3225,0.109166667,0.150833333,0.275833333,0.869166667,0.180833333,0.625833333,0.835833333,0.405833333,0.2625,0.029166667,0.569166667,0.094166667,0.010833333,0.174166667,0.8675,0.0125,0.1025,0.964166667,0.235833333,0.035833333,0.620833333
0.365833333,0.094166667,0.954166667,0.899166667,0.629166667,0.974166667,0.785833333,0.8325,0.990833333,0.705833333,0.004166667,0.584166667,0.8675,0.015833333,0.955833333,0.5825,0.0225,0.0075,0.9075,0.845833333,0.875833333,0.084166667,0.974166667,0.0325,0.7775,0.350833333,0.9075,0.949166667,0.2675,0.479166667
0.1525,0.344166667,0.620833333,0.2575,0.535833333,0.4225,0.7375,0.219166667,0.4925,0.095833333,0.575833333,0.0975,0.5325,0.9275,0.8675,0.094166667,0.714166667,0.0525,0.004166667,0.820833333,0.1125,0.3425,0.135833333,0.519166667,0.680833333,0.1525,0.4325,0.839166667,0.104166667,0.800833333
0.889166667,0.905833333,0.119166667,0.434166667,0.690833333,0.820833333,0.739166667,0.205833333,0.445833333,0.029166667,0.804166667,0.589166667,0.600833333,0.199166667,0.650833333,0.474166667,0.5925,0.294166667,0.2725,0.799166667,0.299166667,0.3375,0.024166667,0.5825,0.819166667,0.0525,0.8125,0.3875,0.044166667,0.4125
0.2575,0.374166667,0.9825,0.7875,0.674166667,0.995833333,0.515833333,0.825833333,0.5375,0.019166667,0.075833333,0.6375,0.060833333,0.505833333,0.670833333,0.645833333,0.8725,0.574166667,0.475833333,0.089166667,0.339166667,0.0825,0.439166667,0.6875,0.7975,0.744166667,0.1375,0.2825,0.244166667,0.709166667
0.875833333,0.165833333,0.030833333,0.269166667,0.3225,0.330833333,0.145833333,0.765833333,0.609166667,0.4275,0.164166667,0.1775,0.909166667,0.3725,0.6575,0.410833333,0.885833333,0.2425,0.785833333,0.195833333,0.135833333,0.165833333,0.3125,0.2775,0.734166667,0.834166667,0.4775,0.8125,0.5375,0.9225
0.7275,0.284166667,0.505833333,0.8825,0.7275,0.339166667,0.639166667,0.610833333,0.029166667,0.460833333,0.310833333,0.289166667,0.5975,0.970833333,0.9525,0.220833333,0.090833333,0.509166667,0.860833333,0.190833333,0.019166667,0.975833333,0.034166667,0.130833333,0.224166667,0.8425,0.839166667,0.7425,0.2375,0.360833333
0.680833333,0.480833333,0.8725,0.824166667,0.404166667,0.265833333,0.990833333,0.364166667,0.0925,0.050833333,0.389166667,0.864166667,0.570833333,0.4925,0.345833333,0.879166667,0.545833333,0.714166667,0.264166667,0.719166667,0.909166667,0.769166667,0.300833333,0.349166667,0.8925,0.560833333,0.0525,0.4625,0.764166667,0.074166667
0.834166667,0.5675,0.805833333,0.500833333,0.050833333,0.500833333,0.0775,0.2375,0.209166667,0.3575,0.1425,0.030833333,0.3375,0.2175,0.3325,0.8175,0.414166667,0.230833333,0.4325,0.4025,0.015833333,0.0675,0.294166667,0.1025,0.380833333,0.940833333,0.349166667,0.8625,0.7825,0.9725
